CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12002844,1,4,,45,M,M,GRAD,0,,,105090.71,,105090.71,625010
12002846,1,5,,30,M,S,POSTGRAD,0,,MGR,65081.17,6,65081.17,411005
12002847,1,4,,72,M,M,GRAD,0,,,277739.72,,277739.72,110001
12002848,1,4,,33,M,M,GRAD,1,,,79047.67,,79047.66,110001
12002849,1,4,,28,M,M,UG,0,,,225194.37,,225194.37,620017
12002850,1,4,,48,M,M,GRAD,0,,,239986.52,,239986.51,400070
12002853,1,5,,50,M,M,GRAD,0,,,121029.96,0,121029.96,600017
12002854,1,4,,34,M,M,GRAD,0,,,2552202.86,,2552202.86,600017
12002855,1,4,,46,M,M,UG,0,,,34923.71,,34923.71,380015
12002856,1,4,,45,M,M,UG,0,,,95727.32,,95727.32,400070
12002857,1,4,,39,M,M,GRAD,0,,,148198.16,,148198.16,400070
12002858,1,4,,30,M,M,UG,0,,,60051.83,,60051.83,625010
12002861,2,4,,35,F,M,GRAD,0,,,91353.70,,91353.69,391440
12002862,1,4,,36,M,M,GRAD,0,,,75090.06,,75090.06,395002
12002859,1,4,,48,M,M,GRAD,0,,,89383.40,,89383.40,400070
12002863,1,5,,51,M,M,POSTGRAD,0,,,117095.82,0,117095.82,500034
12002864,1,4,,39,M,M,UG,0,,,56043.12,,56043.12,500034
12002866,1,5,,29,M,M,GRAD,0,,ASTM,63420.74,4,63420.74,411005
12002868,1,5,,26,M,M,GRAD,0,,,0.00,,0.00,380015
12002865,1,4,,47,M,M,GRAD,0,,,72626.31,,72626.31,400070
12002873,1,4,,45,M,M,OTHERS,0,,,0.00,,0.00,380015
12002874,1,4,,53,M,M,GRAD,0,,,206654.61,,206654.62,395002
12002875,1,5,,33,M,M,GRAD,2,,,0.00,,0.00,110001
12002876,1,4,,31,M,S,UG,0,,,75064.79,,75064.79,620017
12002867,1,4,,43,M,M,GRAD,0,,,238450.81,,238450.81,400070
12002871,1,4,,50,M,M,GRAD,0,,,200469.53,,200469.53,400070
12002869,1,4,,40,M,M,UG,0,,,56857.95,,56857.95,400070
12002878,1,5,,39,M,M,POSTGRAD,0,,,22894.76,0,22894.76,620017
12002879,1,4,,36,M,M,POSTGRAD,0,,,51084.91,,51084.90,380015
12002870,1,4,,44,M,M,GRAD,0,,,94057.56,,94057.56,400070
12002880,1,4,,32,M,M,GRAD,0,,,37264.61,,37264.60,400070
12002881,1,4,,57,M,M,GRAD,0,,,94376.83,,94376.83,400070
12002882,1,5,,54,M,M,GRAD,0,,,179739.64,14,179739.64,560095
12002884,1,4,,47,M,M,GRAD,0,,,22553.34,,22553.34,395002
12002886,1,4,,55,M,M,UG,0,,,58368.88,,58368.88,400070
12002890,1,5,,39,M,M,POSTGRAD,0,,MGR,190714.11,13,190714.11,411005
12002885,1,5,,34,M,M,POSTGRAD,0,,,195168.45,4,195168.45,400070
12002892,1,4,,29,M,M,GRAD,1,,,78654.70,,78654.70,110001
12002887,1,6,,55,M,M,PRF,0,,,373374.40,,373374.39,400070
12002893,1,5,,43,M,M,GRAD,0,,,709053.00,3,709053.00,400070
12002895,1,4,,33,M,M,GRAD,0,,,0.00,,0.00,380015
12002896,3,4,,53,M,M,UG,1,,,422227.43,,422227.43,600017
12002897,1,4,,47,M,M,GRAD,0,,,199822.47,,199822.47,560095
12002899,1,6,,48,M,M,PRF,0,,,100758.84,,100758.84,560095
12002900,1,4,,37,M,M,GRAD,0,,,171147.72,,171147.72,625010
12002901,1,4,,35,M,M,UG,0,,,34529.80,,34529.80,0
12002898,1,5,,50,M,M,POSTGRAD,0,,,231522.33,0,231522.33,400070
12002903,1,4,,38,M,M,GRAD,0,,,106683.70,,106683.71,400070
12002904,1,5,,42,M,M,GRAD,0,,,70892.69,7,70892.69,400070
12002909,1,4,,25,M,S,GRAD,1,,,43820.57,,43820.57,110001
12002911,1,4,,32,M,M,UG,2,,,56268.57,,56268.57,411005
12002910,1,4,,30,M,M,UG,0,,,106892.26,,106892.26,625010
12002912,1,5,,32,M,M,PRF,0,,,211853.86,11,211853.86,500034
12002913,1,4,,47,M,M,UG,2,,,53923.48,,53923.48,411005
12002914,1,4,,44,M,M,GRAD,2,,,132927.18,,132927.17,110001
12002906,1,4,,33,M,M,GRAD,0,,,795586.07,,795586.06,400070
12002907,1,4,,38,M,M,GRAD,0,,,787276.51,,787276.51,400070
12002905,1,4,,45,M,M,GRAD,0,,,277502.52,,277502.52,400070
12002915,1,4,,39,F,M,GRAD,0,,,0.00,,0.00,380015
12002917,3,4,,47,M,M,UG,4,,,245024.24,,245024.24,600017
12002918,1,5,,32,M,M,GRAD,0,,,76126.21,3,76126.21,411005
12002921,1,4,,32,M,M,UG,0,,,57212.45,,57212.44,411005
12002923,1,4,,34,M,M,UG,0,,,615531.28,,615531.28,600017
12002919,1,4,,36,M,M,GRAD,0,,,175687.95,,175687.95,400070
12002924,1,4,,51,M,M,GRAD,0,,,501521.25,,501521.25,560095
12002927,1,4,,46,M,M,GRAD,0,,,544750.18,,544750.18,411005
12002920,1,6,,34,M,M,PRF,0,,,150129.58,,150129.58,400070
12002928,1,4,,38,M,M,GRAD,0,,,26842.91,,26842.92,395002
12002930,1,5,,45,M,M,UG,0,,,54515.05,0,54515.05,500034
12002934,1,4,,39,M,M,GRAD,2,,,266088.92,,266088.92,110001
12002935,1,4,,39,M,M,GRAD,2,,,77506.33,,77506.34,411005
12002936,1,4,,45,M,M,UG,0,,,40266.31,,40266.32,380015
12002939,1,4,,47,M,M,UG,0,,,465401.70,,465401.70,600017
12002940,1,4,,35,M,M,GRAD,0,,,315272.12,,315272.12,620017
12002941,4,8,,,,,,0,,MD,0.00,,0.00,600017
12002938,1,4,,35,M,M,GRAD,0,,,349118.08,,349118.08,400070
12002942,1,5,,30,M,M,GRAD,0,,,9758.42,0,9758.42,625010
12002943,1,4,,37,M,M,GRAD,0,,,48208.11,,48208.11,411005
12002937,1,5,,36,M,M,GRAD,0,,,245379.29,0,245379.29,400070
12002945,1,4,,37,M,S,GRAD,0,,,117846.09,,117846.09,600017
12002947,1,5,,54,F,M,POSTGRAD,0,,,43714.73,11,43714.73,0
12002948,1,4,,51,M,M,UG,0,,,54084.81,,54084.81,395002
12002949,1,4,,50,M,M,GRAD,2,,,1300450.89,,1300450.88,110001
12002952,1,4,,49,M,M,UG,0,,,152407.99,,152407.98,400070
12002954,1,4,,41,M,M,UG,0,,,57049.24,,57049.24,0
12002956,1,4,,49,M,M,UG,0,,,65205.90,,65205.91,395002
12002958,1,5,,27,M,S,PRF,0,,,87117.19,3,87117.19,400070
12002959,1,4,,34,M,M,UG,0,,,152259.05,,152259.04,395002
12002960,1,4,,43,M,M,GRAD,0,,,26242.47,,26242.46,500034
12002961,2,8,,,,,,0,,OFFCADRE,0.00,,0.00,411005
12002962,1,5,,42,M,M,OTHERS,0,,,23092.93,0,23092.93,625010
12002963,1,4,,39,M,M,GRAD,0,,,114819.67,,114819.67,400070
12002964,1,5,,37,M,M,GRAD,0,,MGR,67558.31,1,67558.31,500034
12002966,1,4,,38,M,M,OTHERS,0,,,33403.83,,33403.83,625010
12002967,1,5,,29,M,M,GRAD,0,,,51746.66,2,51746.66,411005
12002969,1,4,,35,F,M,GRAD,0,,,113685.56,,113685.56,400070
12002971,1,4,,44,F,M,GRAD,0,,,87111.25,,87111.25,400070
12002972,1,4,,32,M,M,UG,0,,,102143.29,,102143.29,395002
12002973,1,4,,44,M,M,UG,0,,,107384.19,,107384.19,395002
12002975,1,4,,37,M,M,UG,0,,,52703.30,,52703.30,500034
12002978,3,4,,47,M,M,GRAD,5,,,166987.63,,166987.63,600017
12002979,1,4,,35,M,M,GRAD,0,,,56254.56,,56254.55,110001
12002982,4,8,,,,,,0,,SRMGMT,0.00,,0.00,110001
12002983,1,4,,34,M,M,GRAD,2,,,1177256.75,,1177256.74,110001
12002984,1,4,,47,M,M,GRAD,0,,,217663.87,,217663.87,400070
12002987,1,5,,36,M,M,POSTGRAD,0,,SM,133710.66,7,133710.66,380015
12002988,1,4,,42,M,M,UG,0,,,76941.41,,76941.41,625010
12002986,1,4,,39,M,M,GRAD,0,,,318161.68,,318161.67,400070
12002989,1,5,,47,F,M,GRAD,0,,,43076.68,0,43076.68,500034
12002990,1,5,,46,M,M,UG,0,,,22519.44,24,22519.44,0
12002992,1,4,,39,M,M,GRAD,1,,,111473.53,,111473.53,110001
12002993,1,4,,53,M,M,GRAD,0,,,2808181.30,,2808181.30,560095
12002996,1,5,,32,M,M,GRAD,0,,,46540.17,8,46540.17,400070
12002999,1,5,,31,F,M,GRAD,0,,,18390.87,7,18390.87,400070
12003001,4,8,,,,,,0,,MD,0.00,,0.00,400070
12003009,1,5,,33,M,M,GRAD,0,,,67327.11,9,67327.11,400070
12003010,1,5,,32,M,M,GRAD,0,,,203865.46,5,203865.46,560095
12003013,1,4,,33,M,M,UG,0,,,0.00,,0.00,380015
12003014,1,4,,34,M,S,GRAD,0,,,71766.07,,71766.07,411005
12003015,1,7,,32,F,M,UG,0,,,1.50,,1.50,625010
12003016,1,4,,40,M,M,GRAD,0,,,57346.99,,57347.00,400070
12003018,1,4,,40,M,M,GRAD,0,,,266643.65,,266643.65,400070
12003019,1,4,,56,M,M,GRAD,0,,,351343.69,,351343.69,560095
12003020,1,4,,29,M,S,GRAD,0,,,127341.29,,127341.29,400070
12003021,1,4,,42,M,M,GRAD,0,,,49772.17,,49772.18,560095
12003022,1,5,,31,M,M,GRAD,0,,,216480.85,4,216480.85,400070
12003024,1,5,,47,M,M,POSTGRAD,0,,,161221.15,12,161221.15,400070
12003027,1,4,,35,M,S,UG,0,,,112597.19,,112597.19,641002
12003026,1,4,,44,M,M,POSTGRAD,0,,,493933.19,,493933.20,400070
12003028,1,4,,36,M,M,OTHERS,0,,,225194.37,,225194.37,641002
12003029,1,4,,29,M,M,UG,2,,,144124.40,,144124.40,620017
12003030,1,4,,45,M,M,GRAD,0,,,573287.82,,573287.82,395002
12003031,1,5,,34,M,M,PRF,0,,,277289.33,4,277289.33,600017
12003032,1,4,,37,M,M,UG,0,,,210181.41,,210181.41,600017
12003034,1,5,,40,M,M,UG,0,,,37107.53,0,37107.53,411005
12003035,1,4,,39,F,M,UG,0,,,62937.82,,62937.82,400070
12003036,1,4,,46,M,M,GRAD,0,,,0.00,,0.00,400070
12003037,2,8,,,,,,0,,,0.00,,0.00,395002
12003038,1,4,,28,M,S,GRAD,0,,,111694.91,,111694.91,400070
12003039,1,4,,45,M,M,GRAD,0,,,67357.89,,67357.89,400070
12003042,1,4,,29,M,M,GRAD,0,,,302135.78,,302135.78,110001
12003043,1,4,,44,M,M,UG,0,,,36190.36,,36190.36,500034
12003044,1,4,,39,M,M,GRAD,0,,,140705.45,,140705.45,411005
12003045,1,4,,44,M,M,GRAD,0,,,112793.22,,112793.23,400070
12003048,1,4,,45,F,M,GRAD,1,,,127176.52,,127176.52,411005
12003052,1,4,,46,M,M,POSTGRAD,2,,,442397.34,,442397.34,600017
12003053,1,4,,51,M,M,GRAD,0,,,32322.03,,32322.02,380015
12003054,1,4,,52,M,M,UG,3,,,73188.17,,73188.17,625010
12003051,1,5,,34,M,M,GRAD,0,,,63916.17,5,63916.17,400070
12003055,1,5,,33,F,M,ENG,0,,,84555.98,3,84555.98,560095
12003056,1,4,,58,M,M,GRAD,0,,,397148.38,,397148.38,380015
12003057,1,5,,31,F,M,GRAD,0,,,82368.59,0,82368.59,411005
12003058,1,4,,45,M,M,UG,0,,,53786.05,,53786.05,380015
12003059,1,5,,34,M,M,POSTGRAD,0,,,128824.69,8,128824.69,560095
12003060,1,4,,48,M,M,GRAD,0,,,114966.11,,114966.11,400070
12003061,1,4,,39,M,M,GRAD,0,,,45046.41,,45046.41,380015
12003062,1,4,,47,F,M,POSTGRAD,0,,,29957.98,,29957.98,411005
12003063,1,4,,33,M,M,GRAD,0,,,0.00,,0.00,380015
12003064,1,4,,41,M,M,GRAD,0,,,177370.47,,177370.47,400070
12003066,1,5,,30,F,M,GRAD,0,,,64788.42,0,64788.42,560095
12003068,1,4,,34,M,M,GRAD,2,,,1138927.96,,1138927.96,110001
12003069,1,6,,40,M,M,PRF,2,,,289869.56,,289869.57,110001
12003070,1,4,,44,M,M,GRAD,0,,,190234.70,,190234.70,400070
12003071,1,4,,37,M,S,GRAD,0,,,95275.73,,95275.73,400070
12003072,1,4,,34,M,M,GRAD,0,,,98239.92,,98239.92,400070
12003074,1,6,,48,M,M,PRF,0,,,86029.50,,86029.50,400070
12003075,1,4,,30,M,M,POSTGRAD,0,,,100668.01,,100668.01,400070
12003076,1,5,,37,M,M,PRF,0,,,116125.23,8,116125.23,411005
12003078,1,4,,31,M,M,GRAD,0,,,55845.70,,55845.70,395002
12003079,1,4,,39,M,M,UG,0,,,37532.40,,37532.40,620017
12003080,1,4,,54,M,M,GRAD,2,,,125654.71,,125654.71,110001
12003082,1,4,,44,F,M,GRAD,3,,,76646.29,,76646.28,110001
12003083,1,4,,49,F,M,OTHERS,0,,,147126.99,,147126.99,641002
12003085,1,5,,31,M,M,GRAD,0,,,106757.14,5,106757.14,0
12003086,2,8,,,,,,0,,,0.00,,0.00,600017
12003087,1,7,,44,M,M,GRAD,3,,,0.12,,0.12,600017
12003088,1,5,,31,F,M,POSTGRAD,0,,,112795.36,7,112795.36,560095
12003089,1,5,,40,M,M,POSTGRAD,1,,,175376.87,2,175376.87,600017
12003090,1,4,,36,M,M,POSTGRAD,0,,,255220.29,,255220.29,600017
12003093,1,4,,38,M,M,UG,0,,,349041.52,,349041.52,400070
12003092,1,4,,38,M,M,UG,0,,,187661.98,,187661.98,625010
12003095,1,4,,25,M,S,POSTGRAD,0,,,86772.15,,86772.15,395002
12003096,1,5,,49,M,M,POSTGRAD,0,,MGR,43357.42,21,43357.42,500034
12003099,1,4,,38,M,M,UG,0,,,187661.98,,187661.98,625010
12003100,1,4,,36,M,M,UG,0,,,90077.75,,90077.75,620017
12003101,1,4,,43,M,M,GRAD,0,,,80496.60,,80496.60,400070
12003103,1,4,,40,M,M,UG,0,,,126493.67,,126493.68,395002
12003104,1,4,,25,F,M,UG,5,,,87825.80,,87825.80,641002
12003102,1,4,,51,M,M,MAT,0,,,212359.16,,212359.17,400070
12003105,1,4,,55,M,M,GRAD,0,,,70326.82,,70326.83,380015
12003107,1,5,,30,F,M,POSTGRAD,0,,,106634.04,5,106634.04,500034
12003108,1,4,,41,M,M,GRAD,0,,,105090.71,,105090.71,625010
12003109,1,4,,52,M,M,UG,0,,,242834.60,,242834.60,620017
12003110,1,4,,49,M,M,GRAD,0,,,37796.62,,37796.62,560095
12003113,1,4,,56,M,M,GRAD,0,,,511829.38,,511829.37,110001
12003114,1,4,,33,M,M,UG,0,,,343245.58,,343245.57,380015
12003111,1,4,,40,M,M,GRAD,0,,,233321.14,,233321.13,380015
12003115,1,4,,33,M,M,GRAD,0,,,119170.67,,119170.67,380015
12003112,1,4,,35,M,M,GRAD,0,,,63080.14,,63080.13,380015
12003116,1,4,,42,M,M,GRAD,0,,,642086.45,,642086.45,400070
12003117,1,4,,48,M,M,UG,0,,,49797.98,,49797.98,400070
12003119,1,5,,41,M,M,GRAD,3,,MGR,163040.72,0,163040.72,110001
12003120,1,4,,41,M,M,UG,0,,,42786.93,,42786.93,625010
12003121,1,4,,44,M,M,GRAD,0,,,374515.38,,374515.38,400070
12003122,1,5,,55,M,M,UG,0,,,76956.42,6,76956.42,600017
12003123,1,4,,40,F,M,GRAD,0,,,95206.17,,95206.17,600017
12003124,1,5,,32,M,M,GRAD,0,,,74305.13,5,74305.13,411005
12003125,1,4,,31,M,M,POSTGRAD,0,,,304763.05,,304763.05,600017
12003126,1,7,,47,M,M,GRAD,3,,,0.00,,0.00,411005
12003128,1,4,,37,M,M,UG,0,,,268500.25,,268500.25,411005
12003130,1,4,,46,M,M,UG,0,,,56204.64,,56204.64,400070
12003129,1,4,,30,M,M,UG,0,,,181946.48,,181946.48,400070
12003131,1,5,,53,M,M,GRAD,0,,,51806.72,0,51806.72,625010
12003133,1,4,,28,M,M,GRAD,0,,,26243.97,,26243.96,380015
12003136,1,4,,54,M,M,GRAD,0,,,482202.82,,482202.82,400070
12003135,1,4,,31,M,M,UG,0,,,90077.75,,90077.75,620017
12003139,1,4,,48,M,M,GRAD,0,,,37532.40,,37532.40,625010
12003140,1,4,,50,M,M,GRAD,0,,,88669.91,,88669.91,380015
12003142,1,5,,49,M,M,UG,0,,,46630.25,0,46630.25,500034
12003143,1,4,,29,F,M,POSTGRAD,0,,,1768378.83,,1768378.83,400070
12003144,1,5,,59,M,M,GRAD,2,,VP,0.00,24,0.00,110001
12003145,1,4,,34,M,M,UG,0,,,41159.27,,41159.27,400070
12003147,1,4,,53,M,M,UG,2,,,37532.40,,37532.40,625010
12003148,1,4,,47,M,M,UG,0,,,108843.95,,108843.95,625010
12003149,2,8,,,,,,0,,MD,0.00,,0.00,600017
12003151,1,4,,41,M,M,UG,0,,,238856.16,,238856.16,0
12003152,1,4,,39,F,M,UG,0,,,73863.75,,73863.75,0
12003153,1,4,,56,M,M,GRAD,2,,,82909.12,,82909.12,110001
12003154,1,7,,38,F,M,UG,0,,,1.50,,1.50,0
12003156,1,5,,38,M,M,GRAD,2,,,80410.90,0,80410.90,110001
12003155,1,5,,34,M,M,GRAD,0,,,47445.45,4,47445.45,625010
12003157,1,4,,32,M,M,UG,0,,,112597.19,,112597.19,641002
12003160,1,5,,29,F,S,ENG,0,,,87669.67,0,87669.67,411005
12003161,1,5,,55,M,M,GRAD,0,,,286808.30,15,286808.30,560095
12003162,1,4,,46,M,M,GRAD,0,,,96494.09,,96494.09,400070
12003163,1,4,,38,M,M,GRAD,1,,,589173.18,,589173.18,110001
12003164,1,4,,39,M,M,GRAD,1,,,56558.51,,56558.50,110001
12003165,1,4,,34,M,M,GRAD,0,,,85059.92,,85059.92,395002
12003167,1,5,,42,M,M,POSTGRAD,0,,ASTM,75947.55,0,75947.55,380015
12003168,1,4,,47,M,M,UG,0,,,49815.31,,49815.31,400070
12003169,1,5,,38,M,M,PRF,0,,,667241.91,9,667241.91,400070
12003170,1,5,,35,M,M,GRAD,0,,,67179.98,5,67179.98,400070
12003158,1,5,,30,M,S,OTHERS,0,,,37532.40,4,37532.40,600017
12003171,1,5,,42,M,M,PRF,2,,SM,123404.26,10,123404.26,110001
12003173,4,4,,,,,,0,,MD,0.00,,0.00,391440
12003174,1,5,,30,M,M,POSTGRAD,0,,,130369.52,0,130369.52,400070
12003176,1,5,,34,F,M,PRF,0,,,145013.16,0,145013.16,400070
12003177,1,5,,48,M,M,GRAD,0,,,41103.98,0,41103.98,395002
12003178,1,5,,33,M,M,PRF,0,,,104261.99,3,104261.99,560095
12003179,1,4,,32,M,M,GRAD,0,,,247720.94,,247720.94,400070
12003181,1,5,,31,M,M,POSTGRAD,0,,,129623.38,5,129623.38,400070
12003182,1,4,,42,F,M,UG,0,,,175651.61,,175651.61,641002
12003183,1,4,,48,M,M,UG,0,,,54046.65,,54046.65,641002
12003184,5,8,,,,,,0,,,0.00,,0.00,400070
12003185,1,4,,37,M,M,UG,0,,,34803.67,,34803.67,395002
12003186,1,5,,39,F,M,POSTGRAD,0,,,26329.73,5,26329.73,600017
12003190,1,4,,49,F,M,GRAD,1,,,85157.37,,85157.38,110001
12003192,1,4,,27,M,M,UG,0,,,45038.87,,45038.87,620017
12003193,1,5,,27,M,S,POSTGRAD,0,,,49580.29,4,49580.29,500034
12003194,1,5,,25,F,S,GRAD,0,,,40308.29,0,40308.29,500034
12003191,1,5,,50,M,M,GRAD,1,,,168352.31,0,168352.31,411005
12003196,1,4,,50,M,M,GRAD,1,,,573232.58,,573232.58,110001
12003195,1,4,,52,M,M,UG,0,,,38473.71,,38473.71,641002
12003199,1,6,,37,M,M,GRAD,0,,,155268.77,,155268.77,400070
12003201,1,4,,34,M,M,GRAD,0,,,324410.76,,324410.76,110001
12003202,1,5,,37,M,M,GRAD,0,,,46540.17,0,46540.17,0
12003203,1,5,,32,M,M,ENG,0,,,129699.95,9,129699.95,560095
12003204,1,4,,49,M,M,UG,0,,,191660.56,,191660.55,395002
12003205,1,4,,33,M,M,UG,1,,,150129.58,,150129.58,600017
12003206,1,4,,53,M,M,UG,0,,,455699.20,,455699.20,400070
12003211,1,4,,56,M,M,UG,0,,,39671.62,,39671.62,500034
12003213,4,8,,,,,,0,,MD,0.00,,0.00,400070
12003212,1,4,,33,M,M,POSTGRAD,0,,,39760.95,,39760.94,411005
12003215,1,5,,36,M,M,PRF,3,,,65208.78,9,65208.78,600053
12003216,1,4,,42,M,M,UG,3,,,232700.85,,232700.85,620017
12003220,1,5,,35,M,M,PRF,0,,,408307.42,12,408307.42,411005
12003218,1,4,,41,F,M,POSTGRAD,0,,,93358.45,,93358.45,411005
12003222,1,5,,27,M,M,PRF,0,,,49542.76,2,49542.76,600017
12003224,1,5,,36,M,M,GRAD,0,,,148095.32,8,148095.32,411005
12003221,1,4,,48,M,M,GRAD,2,,,390126.35,,390126.35,411005
12003225,1,4,,53,M,M,GRAD,0,,,0.12,,0.12,0
12003226,1,4,,29,M,S,UG,0,,,45038.87,,45038.87,620017
12003228,1,5,,34,F,M,POSTGRAD,0,,,480414.66,8,480414.66,400070
12003227,1,4,,58,M,M,GRAD,0,,,1591511.67,,1591511.67,400070
12003233,1,4,,49,M,M,POSTGRAD,0,,,2243425.68,,2243425.67,380015
12003234,1,4,,44,M,M,UG,0,,,77554.69,,77554.69,400070
12003235,1,4,,43,M,M,UG,0,,,93707.88,,93707.88,400070
12003240,1,4,,44,M,M,GRAD,0,,,47482.01,,47482.01,380015
12003238,1,4,,43,M,M,GRAD,0,,,121504.94,,121504.94,400070
12003237,1,5,,41,M,M,GRAD,0,,,70421.28,10,70421.28,400070
12003241,1,4,,38,F,M,UG,2,,,42036.28,,42036.28,625010
12003242,1,4,,32,M,M,UG,0,,,72062.20,,72062.20,625010
12003243,1,5,,55,M,M,UG,0,,,38020.32,0,38020.32,625010
12003244,1,4,,43,M,M,GRAD,0,,,407326.32,,407326.32,400070
12003247,1,4,,39,M,M,GRAD,0,,,266735.22,,266735.22,400070
12003248,1,5,,44,M,M,PRF,2,,,162770.49,0,162770.49,110001
12003249,1,4,,53,M,M,GRAD,0,,,42643.56,,42643.56,380015
12003250,1,6,,52,M,M,PRF,0,,,225194.37,,225194.37,600017
12003251,1,4,,33,M,M,GRAD,0,,,839975.00,,839975.00,600017
12003245,1,5,,34,F,M,UG,0,,,10947.45,0,10947.45,625010
12003255,1,5,,37,M,M,POSTGRAD,0,,,127179.27,13,127179.27,400070
12003256,1,4,,32,M,M,GRAD,0,,,62722.38,,62722.39,400070
12003257,1,4,,37,M,M,OTHERS,2,,,65255.44,,65255.45,600017
12003258,1,4,,33,M,M,GRAD,0,,,295753.77,,295753.77,400070
12003259,1,4,,68,M,M,UG,0,,,202640.43,,202640.43,110001
12003260,1,4,,27,M,M,GRAD,0,,,292752.68,,292752.68,600017
12003261,1,5,,34,M,M,UG,0,,,28899.94,3,28899.94,625010
12003262,1,4,,35,M,M,UG,0,,,131363.38,,131363.38,620017
12003263,1,5,,35,F,M,GRAD,0,,,46143.83,7,46143.83,400070
12003264,1,5,,41,F,M,OTHERS,0,,,34812.05,3,34812.05,625010
12003265,1,4,,42,M,M,UG,0,,,195168.45,,195168.45,625010
12003266,1,4,,38,M,M,GRAD,0,,,112506.93,,112506.92,400070
12003267,1,4,,47,M,M,GRAD,0,,,57209.76,,57209.75,380015
12003268,1,4,,36,M,M,GRAD,0,,,624285.71,,624285.71,400070
12003271,1,4,,47,M,M,GRAD,0,,,514293.90,,514293.90,560095
12003275,1,4,,36,M,M,GRAD,0,,,49045.71,,49045.71,400070
12003276,1,4,,33,M,M,GRAD,0,,,73111.86,,73111.85,400070
12003279,1,4,,43,M,M,GRAD,0,,,840577.14,,840577.14,400070
12003281,1,5,,44,M,M,UG,0,,,58993.42,20,58993.42,625010
12003283,1,7,,34,F,M,UG,0,,,1.50,,1.50,625010
12003287,1,4,,42,M,M,GRAD,1,,,62589.40,,62589.40,395002
12003289,1,4,,40,M,M,UG,0,,,66559.32,,66559.32,395002
12003286,1,4,,35,F,M,GRAD,2,,,0.00,,0.00,110001
12003290,1,4,,34,F,M,GRAD,0,,,90077.75,,90077.75,620017
12003291,1,7,,46,M,M,OTHERS,0,,,0.12,,0.12,641002
12003292,1,4,,69,M,M,GRAD,0,,,360955.11,,360955.11,110001
12003293,1,4,,32,M,S,GRAD,0,,,1385598.18,,1385598.19,400070
12003294,1,4,,54,M,M,GRAD,0,,,568187.16,,568187.16,400070
12003295,1,5,,37,M,M,UG,0,,MGR,80352.35,0,80352.35,395002
12003296,1,5,,34,M,M,PRF,0,,,136418.25,5,136418.25,560095
12003299,1,5,,32,M,M,GRAD,0,,,88819.66,0,88819.66,500034
12003300,2,8,,,,,,0,,,0.00,,0.00,391440
12003301,1,4,,39,M,M,GRAD,1,,,205446.42,,205446.42,110001
12003302,1,5,,33,M,M,PRF,0,,JROF,43240.32,7,43240.32,380015
12003303,1,5,,40,M,M,GRAD,0,,,135116.62,16,135116.62,400070
12003305,1,4,,45,F,M,GRAD,0,,,0.12,,0.12,600017
12003306,1,5,,45,M,M,UG,0,,,55933.78,0,55933.78,600017
12003307,1,4,,34,M,M,UG,3,,,213184.00,,213184.00,620017
12003308,1,5,,27,M,S,GRAD,0,,,136697.49,2,136697.49,400070
12003309,1,4,,44,M,M,GRAD,0,,,460845.27,,460845.27,400070
12003310,1,4,,44,M,M,GRAD,0,,,144693.76,,144693.76,400070
12003312,1,5,,40,M,M,POSTGRAD,0,,,392203.02,13,392203.02,400070
12003314,1,4,,46,M,M,OTHERS,0,,,78818.03,,78818.03,641002
12003315,4,8,,,,,,0,,HEADCLER,0.00,,0.00,110001
12003317,4,8,,,,,,0,,,0.00,,0.00,400070
12003318,1,4,,37,F,M,UG,0,,,47891.34,,47891.34,636004
12003319,1,4,,45,M,M,UG,0,,,60802.48,,60802.48,0
12003320,1,4,,29,M,S,GRAD,0,,,346549.48,,346549.49,110001
12003321,1,4,,32,M,M,POSTGRAD,0,,,103298.16,,103298.16,600017
12003322,1,4,,45,M,M,UG,0,,,40835.25,,40835.25,0
12003323,1,4,,37,F,M,UG,0,,,33028.51,,33028.51,625010
12003324,1,5,,32,F,M,UG,0,,,7506.48,,7506.48,625010
12003325,1,6,,42,M,M,PRF,1,,,95513.94,,95513.94,411005
12003326,1,4,,41,F,M,GRAD,0,,,287510.16,,287510.16,400070
12003327,1,4,,41,M,M,UG,0,,,112880.18,,112880.18,395002
12003329,1,4,,36,M,M,POSTGRAD,0,,,600518.32,,600518.32,600017
12003330,1,7,,29,F,M,UG,0,,,0.12,,0.12,625010
12003331,1,5,,34,F,M,POSTGRAD,0,,,127815.82,7,127815.82,641002
12003332,1,4,,38,M,M,UG,0,,,480414.66,,480414.66,620017
12003333,1,4,,44,M,M,UG,0,,,29809.47,,29809.48,395002
12003334,1,5,,34,M,M,GRAD,0,,,18524.49,6,18524.49,625010
12003335,1,5,,40,F,M,PRF,2,,MGR,218039.19,6,218039.19,600017
12003338,1,4,,,,,,,,,0.00,,0.00,#N/A
12003339,1,5,,30,M,M,POSTGRAD,0,,,76394.94,4,76394.94,560095
12003340,1,4,,53,M,M,UG,0,,,195168.45,,195168.45,600017
12003341,1,4,,46,M,M,UG,0,,,150129.58,,150129.58,600017
12003342,1,4,,37,M,M,POSTGRAD,2,,,228176.95,,228176.94,110001
